"Country","Country code","Geographical scope","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Substance","Recall period","Age"
"Czechia","CZ","National",,,,,,,,,,,,,,,,,,,2.1,,,,0.2,,,,0.7,,,,0.8,,,,"LSD","Last year","All adults (15-64)"
"Czechia","CZ","National",,,,,,,,,,,,,,,,,,,4.3,,,,0.6,,,,1.4,,,,1.8,,,,"LSD","Last year","Young adults (15-34)"
"Czechia","CZ","National",,,,,,,,,,,,,,,,,,,0.7,,,,0.1,,,,0.1,,,,0.2,,,,"LSD","Last month","All adults (15-64)"
"Czechia","CZ","National",,,,,,,,,,,,,,,,,,,1.6,,,,0.2,,,,0.2,,,,0.4,,,,"LSD","Last month","Young adults (15-34)"
"Denmark","DK","National",22,,,,,,,,,,31.3,,,,,36.5,,,38.6,,32.5,,,35.6,,,,38.4,,,,37.9,,37.6,"Cannabis","Lifetime","All adults (15-64)"
"Denmark","DK","National",36,,,,,,,,,,44.6,,,,,49.5,,,48,,44.5,,,45.9,,,,45.1,,,,42.6,,41.7,"Cannabis","Lifetime","Young adults (15-34)"
"Denmark","DK","National",5,,,,,,,,,,6.2,,,,,5.2,,,5.5,,5.4,,,6.9,,,,6.4,,,,6.3,,6.6,"Cannabis","Last year","All adults (15-64)"
"Denmark","DK","National",,,,,7,,,,,,13.1,,,,,12.5,,,13.3,,13.5,,,17.6,,,,15.4,,,,12,,12.5,"Cannabis","Last year","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,2.8,,,,,2.6,,,2.2,,2.3,,,2.7,,,,2.9,,,,2.9,,3.2,"Cannabis","Last month","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,5.6,,,,,5.9,,,4.8,,5.1,,,6.4,,,,6.1,,,,4.7,,5.6,"Cannabis","Last month","Young adults (15-34)"
"Denmark","DK","National",1,,,,,,,,,,2.5,,,,,4,,,4.7,,4.4,,,5.2,,,,6.4,,,,8.1,,9.4,"Cocaine","Lifetime","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,4.5,,,,,9.1,,,9.5,,8.9,,,9.6,,,,9.7,,,,11,,11.5,"Cocaine","Lifetime","Young adults (15-34)"
"Denmark","DK","National",0.2,,,,,,,,,,0.8,,,,,1,,,1.4,,0.9,,,0.9,,,,1.6,,,,1.5,,2.1,"Cocaine","Last year","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,2,,,,,2.9,,,3.4,,2.5,,,2.4,,,,3.9,,,,2.9,,4.2,"Cocaine","Last year","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,0.3,,,,,0.3,,,0.2,,0.2,,,0.3,,,,0.7,,,,0.4,,0.7,"Cocaine","Last month","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,0.6,,,,,1,,,0.5,,0.6,,,0.7,,,,1.5,,,,0.7,,1.5,"Cocaine","Last month","Young adults (15-34)"
"Denmark","DK","National",3,,,,,,,,,,5.9,,,,,6.9,,,6.3,,6.2,,,6.6,,,,7,,,,7.9,,7.9,"Amphetamines","Lifetime","All adults (15-64)"
"Denmark","DK","National",,,,,4,,,,,,9.6,,,,,12.7,,,10.5,,10.3,,,9.7,,,,7.7,,,,8.1,,7,"Amphetamines","Lifetime","Young adults (15-34)"
"Denmark","DK","National",0.7,,,,,,,,,,1.3,,,,,0.7,,,1.2,,0.7,,,0.6,,,,0.7,,,,0.7,,0.6,"Amphetamines","Last year","All adults (15-64)"
"Denmark","DK","National",,,,,0.5,,,,,,3.1,,,,,2.2,,,3.1,,2,,,1.4,,,,1.4,,,,1.4,,1,"Amphetamines","Last year","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,0.3,,,,,0.3,,,0.3,,0.3,,,0.2,,,,0.3,,,,0.2,,0.2,"Amphetamines","Last month","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,0.9,,,,,0.6,,,0.8,,0.6,,,0.5,,,,0.5,,,,0.3,,0.2,"Amphetamines","Last month","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,1,,,,,1.8,,,1.9,,2.1,,,2.3,,,,3.2,,,,4,,5,"Ecstasy","Lifetime","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,2.6,,,,,5.3,,,4.5,,5.8,,,5.3,,,,6.3,,,,5.9,,6.9,"Ecstasy","Lifetime","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,0.5,,,,,0.3,,,0.4,,0.3,,,0.2,,,,0.5,,,,0.5,,0.6,"Ecstasy","Last year","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,1.2,,,,,0.9,,,1.1,,0.8,,,0.7,,,,1.5,,,,1.2,,1.1,"Ecstasy","Last year","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,0.2,,,,,0.1,,,0.1,,0.1,,,0.1,,,,0.1,,,,0.1,,0.1,"Ecstasy","Last month","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,0.4,,,,,0.2,,,0.3,,0.2,,,0.2,,,,0.4,,,,0.1,,0,"Ecstasy","Last month","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,1.4,,,,,1.7,,,1.7,,1.3,,,1.4,,,,1.8,,,,2.3,,2.8,"LSD","Lifetime","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,1.3,,,,,2.4,,,1.6,,1.5,,,1.7,,,,2.3,,,,3.3,,3.5,"LSD","Lifetime","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,0.2,,,,,0.1,,,0.1,,0.1,,,0.1,,,,0.2,,,,0.2,,0.5,"LSD","Last year","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,0.3,,,,,0.2,,,0.2,,0.3,,,0.2,,,,0.5,,,,0.4,,1.1,"LSD","Last year","Young adults (15-34)"
"Denmark","DK","National",,,,,,,,,,,0.1,,,,,0,,,0,,0,,,0,,,,0,,,,0,,0,"LSD","Last month","All adults (15-64)"
"Denmark","DK","National",,,,,,,,,,,0.1,,,,,0,,,0.1,,0.1,,,0.1,,,,0.1,,,,0.1,,0,"LSD","Last month","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,"Cannabis","Last year","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,,,,,,"Cannabis","Last year","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,"Cannabis","Last month","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,"Cannabis","Last month","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"Cocaine","Last year","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,"Cocaine","Last year","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,"Cocaine","Last month","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,"Cocaine","Last month","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,"Amphetamines","Last year","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"Ecstasy","Last year","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,"Ecstasy","Last month","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,"LSD","Lifetime","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,"LSD","Lifetime","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,"LSD","Last year","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,"LSD","Last year","Young adults (15-34)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,"LSD","Last month","All adults (15-64)"
"Estonia","EE","National",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,"LSD","Last month","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,9.9,,12.8,,12.9,,14.3,,,,18.3,,,,21.7,,,,25.6,,,,31.2,,"Cannabis","Lifetime","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,16.6,,22.4,,22,,22.1,,,,29,,,,31,,,,35.3,,,,37.3,,"Cannabis","Lifetime","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,2.2,,2.9,,2.9,,3.6,,,,4.6,,,,6.8,,,,8.2,,,,9,,"Cannabis","Last year","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,4.9,,7.1,,6.8,,8,,,,11.2,,,,13.5,,,,15.5,,,,15.1,,"Cannabis","Last year","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.7,,1.1,,1.6,,1.5,,,,1.4,,,,2.5,,,,3.4,,,,4.3,,"Cannabis","Last month","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,1.4,,2.9,,4,,3.5,,,,3.3,,,,4.9,,,,6.2,,,,6.5,,"Cannabis","Last month","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.6,,0.7,,1.2,,1.1,,,,1.7,,,,1.9,,,,3.2,,,,5.8,,"Cocaine","Lifetime","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,1.2,,1.5,,2.1,,1.7,,,,2.6,,,,2.9,,,,4.4,,,,8.1,,"Cocaine","Lifetime","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.2,,0.3,,0.3,,0.5,,,,0.2,,,,0.5,,,,0.9,,,,1.6,,"Cocaine","Last year","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,0.5,,0.7,,0.7,,0.8,,,,0.6,,,,1,,,,1.5,,,,3.1,,"Cocaine","Last year","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.1,,0,,0,,0.1,,,,0,,,,0.2,,,,0.2,,,,0.5,,"Cocaine","Last month","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,0.2,,0.1,,0.1,,0.3,,,,0,,,,0.3,,,,0.3,,,,1.1,,"Cocaine","Last month","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,1,,2.2,,1.9,,2.2,,,,2.3,,,,3.4,,,,4.9,,,,7.6,,"Amphetamines","Lifetime","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,2.5,,4.1,,4.1,,4.7,,,,4.3,,,,5.7,,,,7.1,,,,10.2,,"Amphetamines","Lifetime","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.4,,0.5,,0.6,,0.6,,,,0.8,,,,1.1,,,,1.7,,,,2.3,,"Amphetamines","Last year","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,1.2,,1.3,,1.3,,1.7,,,,1.6,,,,2.4,,,,3.1,,,,4,,"Amphetamines","Last year","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.1,,0.2,,0.2,,0.2,,,,0.1,,,,0.2,,,,0.6,,,,1.2,,"Amphetamines","Last month","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,0.2,,0.5,,0.5,,0.6,,,,0.5,,,,0.5,,,,0.7,,,,1.7,,"Amphetamines","Last month","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.6,,1.4,,1.4,,1.6,,,,1.8,,,,3,,,,5,,,,6.8,,"Ecstasy","Lifetime","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,1.4,,3.4,,3.3,,3.6,,,,3.9,,,,5.6,,,,8.1,,,,9.7,,"Ecstasy","Lifetime","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.3,,0.5,,0.5,,0.5,,,,0.4,,,,1.1,,,,1.4,,,,1.3,,"Ecstasy","Last year","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,0.8,,1.3,,1.5,,1.3,,,,1.1,,,,2.5,,,,2.6,,,,2.5,,"Ecstasy","Last year","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.1,,0.1,,0.2,,0.1,,,,0.1,,,,0.3,,,,0.2,,,,0.3,,"Ecstasy","Last month","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,0.4,,0.2,,0.7,,0.2,,,,0.2,,,,0.5,,,,0.5,,,,0.6,,"Ecstasy","Last month","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.4,,0.8,,0.7,,1.1,,,,1,,,,1.5,,,,3,,,,3.8,,"LSD","Lifetime","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,1,,1.7,,1.4,,1.2,,,,1.9,,,,2.8,,,,5,,,,5.3,,"LSD","Lifetime","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.2,,0.1,,0.1,,0.1,,,,0.2,,,,0.5,,,,0.8,,,,0.8,,"LSD","Last year","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,0.4,,0.2,,0.3,,0.2,,,,0.4,,,,1.3,,,,2,,,,1.3,,"LSD","Last year","Young adults (15-34)"
"Finland","FI","National",,,,,,,,,,,0.1,,0,,0.1,,0,,,,0.1,,,,0.2,,,,0.2,,,,0.1,,"LSD","Last month","All adults (15-64)"
"Finland","FI","National",,,,,,,,,,,0.2,,0,,0.1,,0.1,,,,0.1,,,,0.4,,,,0.4,,,,0.2,,"LSD","Last month","Young adults (15-34)"
"France","FR","National",,,11.3,,,16,,,,,22.5,,,,,30.6,,,,,32.1,,,,40.9,,,44.8,,,,47.3,,,"Cannabis","Lifetime","All adults (15-64)"
"France","FR","National",,,,,,27.7,,,,,35.7,,,,,43.6,,,,,45.1,,,,53,,,58.2,,,,54.5,,,"Cannabis","Lifetime","Young adults (15-34)"
"France","FR","National",,,3.9,,,4.7,,,,,8.4,,,,,8.6,,,,,8.4,,,,11.1,,,11,,,,10.6,,,"Cannabis","Last year","All adults (15-64)"
"France","FR","National",,,,,,10.8,,,,,17,,,,,16.7,,,,,17.5,,,,22.1,,,21.8,,,,19.2,,,"Cannabis","Last year","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,4.3,,,,,4.8,,,,,4.6,,,,6.6,,,6.4,,,,5.9,,,"Cannabis","Last month","All adults (15-64)"
"France","FR","National",,,,,,,,,,,9,,,,,9.8,,,,,9.8,,,,13.5,,,13,,,,10.3,,,"Cannabis","Last month","Young adults (15-34)"
"France","FR","National",,,0.7,,,1.2,,,,,1.6,,,,,2.6,,,,,3.7,,,,5.4,,,5.6,,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"France","FR","National",,,,,,1.8,,,,,1.9,,,,,3.5,,,,,6,,,,7.7,,,7.9,,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"France","FR","National",,,0.3,,,0.2,,,,,0.2,,,,,0.6,,,,,0.9,,,,1.1,,,1.6,,,,,,,"Cocaine","Last year","All adults (15-64)"
"France","FR","National",,,,,,0.4,,,,,0.5,,,,,1.2,,,,,1.9,,,,2.4,,,3.2,,,,,,,"Cocaine","Last year","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,0.1,,,,,0.2,,,,,,,,,,,,,,,,,,,"Cocaine","Last month","All adults (15-64)"
"France","FR","National",,,,,,,,,,,0.2,,,,,0.5,,,,,,,,,,,,,,,,,,,"Cocaine","Last month","Young adults (15-34)"
"France","FR","National",,,,,,0.7,,,,,1.5,,,,,1.4,,,,,1.7,,,,2.2,,,2.2,,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"France","FR","National",,,,,,1.6,,,,,1.4,,,,,1.3,,,,,2.4,,,,2.9,,,3.1,,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"France","FR","National",,,,,,0.3,,,,,0.2,,,,,0.1,,,,,0.2,,,,0.3,,,0.3,,,,,,,"Amphetamines","Last year","All adults (15-64)"
"France","FR","National",,,,,,0.7,,,,,0.4,,,,,0.2,,,,,0.5,,,,0.7,,,0.6,,,,,,,"Amphetamines","Last year","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","All adults (15-64)"
"France","FR","National",,,,,,,,,,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,0.9,,,,,2,,,,,2.6,,,,4.2,,,3.9,,,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"France","FR","National",,,,,,,,,,,1.8,,,,,3.7,,,,,4.8,,,,6.9,,,5.6,,,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,0.2,,,,,0.4,,,,,0.3,,,,0.9,,,0.6,,,,,,,"Ecstasy","Last year","All adults (15-64)"
"France","FR","National",,,,,,,,,,,0.5,,,,,1,,,,,0.8,,,,2.3,,,1.3,,,,,,,"Ecstasy","Last year","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,"Ecstasy","Last month","All adults (15-64)"
"France","FR","National",,,,,,,,,,,0.2,,,,,0.3,,,,,,,,,,,,,,,,,,,"Ecstasy","Last month","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,1.7,,,,,1.5,,,,,1.7,,,,2.5,,,2.7,,,,,,,"LSD","Lifetime","All adults (15-64)"
"France","FR","National",,,,,,,,,,,2,,,,,1.6,,,,,2.4,,,,3.2,,,3.7,,,,,,,"LSD","Lifetime","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,0.2,,,,,0.1,,,,,0.2,,,,0.3,,,0.4,,,,,,,"LSD","Last year","All adults (15-64)"
"France","FR","National",,,,,,,,,,,0.5,,,,,0.2,,,,,0.4,,,,0.6,,,0.8,,,,,,,"LSD","Last year","Young adults (15-34)"
"France","FR","National",,,,,,,,,,,0.1,,,,,0,,,,,,,,,,,,,,,,,,,"LSD","Last month","All adults (15-64)"
"France","FR","National",,,,,,,,,,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,"LSD","Last month","Young adults (15-34)"
"Germany","DE","National",,,,,,11.9,,11.5,,,19.3,,,24.5,,,23,,,25.6,,,23.1,,,27.2,,,28.2,,,34.7,,,"Cannabis","Lifetime","All adults (15-64)"
"Germany","DE","National",,,,,,19.7,,19.5,,,30.8,,,36.1,,,37.5,,,38.5,,,35.3,,,39.5,,,40.7,,,45.6,,,"Cannabis","Lifetime","Young adults (15-34)"
"Germany","DE","National",,,,,,4.4,,4,,,6,,,6.9,,,4.7,,,4.8,,,4.5,,,6.1,,,7.1,,,8.8,,,"Cannabis","Last year","All adults (15-64)"
"Germany","DE","National",,,,,,9.6,,9,,,13,,,14.6,,,11.9,,,11.1,,,11.1,,,13.3,,,16.9,,,17.2,,,"Cannabis","Last year","Young adults (15-34)"
"Germany","DE","National",,,,,,2.8,,2.8,,,3.3,,,3.4,,,2.2,,,2.4,,,2.3,,,3.1,,,3,,,4.3,,,"Cannabis","Last month","All adults (15-64)"
"Germany","DE","National",,,,,,6.1,,6,,,7.2,,,7.6,,,5.5,,,5.4,,,5.3,,,6.7,,,7.2,,,8.4,,,"Cannabis","Last month","Young adults (15-34)"
"Germany","DE","National",,,,,,1.9,,1.4,,,2.3,,,3.2,,,2.5,,,3.3,,,3.4,,,3.8,,,4.1,,,5.6,,,"Cocaine","Lifetime","All adults (15-64)"
"Germany","DE","National",,,,,,3.6,,2.2,,,4,,,5,,,4.9,,,5,,,5.5,,,5.4,,,5.6,,,6.9,,,"Cocaine","Lifetime","Young adults (15-34)"
"Germany","DE","National",,,,,,0.8,,0.6,,,0.9,,,1,,,0.6,,,0.8,,,0.8,,,0.6,,,1.1,,,1.6,,,"Cocaine","Last year","All adults (15-64)"
"Germany","DE","National",,,,,,1.8,,1.3,,,1.9,,,1.7,,,1.6,,,1.8,,,1.6,,,1.2,,,2.4,,,3.1,,,"Cocaine","Last year","Young adults (15-34)"
"Germany","DE","National",,,,,,0.4,,0.3,,,0.2,,,0.4,,,0.2,,,0.3,,,0.3,,,0.2,,,0.3,,,0.6,,,"Cocaine","Last month","All adults (15-64)"
"Germany","DE","National",,,,,,0.9,,0.5,,,0.5,,,0.7,,,0.4,,,0.4,,,0.5,,,0.4,,,0.7,,,0.9,,,"Cocaine","Last month","Young adults (15-34)"
"Germany","DE","National",,,,,,2.4,,1.5,,,2.3,,,3.4,,,2.5,,,3.7,,,3.1,,,3.6,,,4.1,,,6.1,,,"Amphetamines","Lifetime","All adults (15-64)"
"Germany","DE","National",,,,,,4.3,,2.4,,,3.4,,,5.4,,,5.1,,,5.4,,,5.4,,,6.1,,,6.8,,,7.9,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Germany","DE","National",,,,,,0.7,,0.4,,,0.6,,,0.9,,,0.5,,,0.7,,,0.7,,,1,,,1.2,,,1.4,,,"Amphetamines","Last year","All adults (15-64)"
"Germany","DE","National",,,,,,1.7,,1.1,,,1.3,,,2.2,,,1.6,,,1.9,,,1.8,,,1.9,,,2.9,,,2.9,,,"Amphetamines","Last year","Young adults (15-34)"
"Germany","DE","National",,,,,,0.3,,0.2,,,0.2,,,0.4,,,0.3,,,0.3,,,0.4,,,0.5,,,0.5,,,0.7,,,"Amphetamines","Last month","All adults (15-64)"
"Germany","DE","National",,,,,,0.7,,0.4,,,0.5,,,1.1,,,1,,,0.9,,,0.8,,,1,,,1.5,,,1.3,,,"Amphetamines","Last month","Young adults (15-34)"
"Germany","DE","National",,,,,,1.4,,1.5,,,1.6,,,2.4,,,2,,,2.4,,,2.7,,,3.3,,,3.9,,,5.6,,,"Ecstasy","Lifetime","All adults (15-64)"
"Germany","DE","National",,,,,,3.2,,3.6,,,3.7,,,5.3,,,5.6,,,5,,,5.4,,,5.5,,,6.2,,,8,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Germany","DE","National",,,,,,0.8,,0.8,,,0.7,,,0.8,,,0.4,,,0.4,,,0.4,,,0.6,,,1.1,,,1,,,"Ecstasy","Last year","All adults (15-64)"
"Germany","DE","National",,,,,,2.1,,1.9,,,1.6,,,1.9,,,1.2,,,1,,,0.9,,,1.3,,,2.8,,,2.7,,,"Ecstasy","Last year","Young adults (15-34)"
"Germany","DE","National",,,,,,0.5,,0.3,,,0.3,,,0.2,,,0.2,,,0.2,,,0.2,,,0.2,,,0.3,,,0.4,,,"Ecstasy","Last month","All adults (15-64)"
"Germany","DE","National",,,,,,1.2,,0.7,,,0.7,,,0.7,,,0.5,,,0.3,,,0.4,,,0.4,,,0.8,,,0.8,,,"Ecstasy","Last month","Young adults (15-34)"
"Germany","DE","National",,,,,,,,,,,1.8,,,2.5,,,1.7,,,2.4,,,2.2,,,2.6,,,2.1,,,3.4,,,"LSD","Lifetime","All adults (15-64)"
"Germany","DE","National",,,,,,,,,,,2.4,,,3.4,,,2.9,,,2.5,,,3,,,2.3,,,2.6,,,4.4,,,"LSD","Lifetime","Young adults (15-34)"
"Germany","DE","National",,,,,,,,,,,0.2,,,0.3,,,0.1,,,0.1,,,0.3,,,0.3,,,0.3,,,0.6,,,"LSD","Last year","All adults (15-64)"
"Germany","DE","National",,,,,,,,,,,0.4,,,0.5,,,0.3,,,0.2,,,0.6,,,0.4,,,0.7,,,1.5,,,"LSD","Last year","Young adults (15-34)"
"Germany","DE","National",,,,,,,,,,,0.1,,,0.1,,,0,,,0.1,,,0.1,,,0,,,0.1,,,0.2,,,"LSD","Last month","All adults (15-64)"
"Germany","DE","National",,,,,,,,,,,0.2,,,0.2,,,0.1,,,0.1,,,0.2,,,0.1,,,0,,,0.3,,,"LSD","Last month","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,"Cannabis","Last year","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,"Cannabis","Last year","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,"Cannabis","Last month","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,"Cannabis","Last month","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,"Cocaine","Last year","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,"Cocaine","Last year","Young adults (15-34)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,"Cocaine","Last month","All adults (15-64)"
"Greece","GR","National",,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,"Cocaine","Last month","Young adults (15-34)"
"Greece","GR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
